	Naive CD4 T	Memory CD4 T	CD14+ Mono	B	CD8 T	FCGR3A+ Mono	NK	DC	Platelet
FGL2	6.56353501898376e-05	6.61728700056026e-05	0.000712500257618895	8.22787934637726e-05	4.17337885098533e-05	0.000693744734972994	0.00010205420536222	0.000520281337315734	0.000441891294741494
IP6K1	9.08797156474675e-05	0.000123522690677125	4.12190231680352e-05	9.87345521565272e-05	9.18143347216774e-05	5.50591059502376e-05	5.83166887784112e-05	3.8539358319684e-05	0.000176756517896597
MDS2	0.000207003796752565	6.61728700056026e-05	2.94421594057395e-06	4.93672760782636e-05	1.66935154039413e-05	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
PPA2	0.000348372243315292	0.000366156547364335	6.47727506926268e-05	0.000172785466273923	0.000200322184847296	0.000104612301305451	0.000174950066335233	0.00019269679159842	0.000176756517896597
TIGIT	6.05864770983117e-05	0.000423506368035857	1.17768637622958e-05	1.64557586927545e-05	0.000676087373859624	1.10118211900475e-05	0.000379058477059673	3.8539358319684e-05	8.83782589482987e-05
ENKUR	5.04887309152597e-06	8.82304933408035e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	0.000795404330534688
CIDEB	4.03909847322078e-05	3.52921973363214e-05	5.2995886930331e-05	3.29115173855091e-05	0.000183628669443355	4.95531953552138e-05	5.83166887784112e-05	0.000134887754118894	8.83782589482987e-05
NAA25	4.54398578237337e-05	6.61728700056026e-05	1.47210797028697e-05	4.11393967318863e-05	0.000100161092423648	5.50591059502376e-06	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
AL928742.12	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	6.58230347710181e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
IFNGR2	0.000161563938928831	0.000127934215344165	0.000718388689500043	0.00045253336405075	4.17337885098533e-05	0.000501037864147162	8.74750331676167e-05	0.000443202620676366	0.000176756517896597
LRRFIP1	0.000934041521932305	0.00118670013543381	0.00086559948652874	0.000682913985749313	0.00061766006994583	0.000913981158773944	0.000612325232173317	0.00067443877059447	0.000353513035793195
ACP1	0.000691695613539058	0.000613201928718584	0.000391580720096335	0.000575951554246409	0.00050080546211824	0.00026428370856114	0.000947646192649181	0.000308314866557472	0.00070702607158639
NFAT5	8.07819694644155e-05	0.000101465067341924	6.18285347520529e-05	9.05066728101499e-05	6.67740616157654e-05	4.95531953552138e-05	7.2895860973014e-05	7.70787166393679e-05	8.83782589482987e-05
LRRC8C	0.000100977461830519	7.94074440067232e-05	5.5940102870905e-05	2.46836380391318e-05	5.84273039137947e-05	1.10118211900475e-05	5.83166887784112e-05	5.7809037479526e-05	8.83782589482987e-05
TMEM116	7.57330963728896e-05	0.000127934215344165	1.76652956434437e-05	4.11393967318863e-05	9.18143347216774e-05	2.2023642380095e-05	5.83166887784112e-05	1.9269679159842e-05	0.000176756517896597
CPNE2	0.000217101542935617	5.29382960044821e-05	2.06095115840176e-05	2.46836380391318e-05	0.000200322184847296	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
TMEM194A	4.54398578237337e-05	1.76460986681607e-05	1.17768637622958e-05	1.64557586927545e-05	2.5040273105912e-05	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
SMPDL3A	5.04887309152597e-06	4.41152466704018e-06	3.53305912868873e-05	2.46836380391318e-05	8.34675770197067e-06	0.000181695049635784	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CDK19	0.000126221827288149	3.52921973363214e-05	3.82748072274613e-05	4.11393967318863e-05	6.67740616157654e-05	3.85413741651663e-05	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
ERCC6L2	7.57330963728896e-05	3.97037220033616e-05	5.88843188114789e-06	4.11393967318863e-05	2.5040273105912e-05	2.2023642380095e-05	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
NOG	0.000151466192745779	8.82304933408035e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
AKAP8	9.08797156474675e-05	8.38189686737633e-05	4.12190231680352e-05	5.75951554246409e-05	9.18143347216774e-05	4.40472847601901e-05	1.45791721946028e-05	0.000404663262356682	8.83782589482987e-05
DNMT3A	0.000156515065837305	4.41152466704018e-05	1.76652956434437e-05	3.29115173855091e-05	2.5040273105912e-05	2.2023642380095e-05	8.74750331676167e-05	3.8539358319684e-05	8.83782589482987e-05
HGD	5.04887309152597e-06	8.82304933408035e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	0.000883782589482987
ST20	2.01954923661039e-05	5.29382960044821e-05	1.76652956434437e-05	3.29115173855091e-05	3.33870308078827e-05	7.15768377353089e-05	8.74750331676167e-05	3.8539358319684e-05	8.83782589482987e-05
USP19	5.04887309152597e-05	1.76460986681607e-05	2.35537275245916e-05	2.46836380391318e-05	0.000166935154039413	3.85413741651663e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
DAK	6.05864770983117e-05	3.52921973363214e-05	2.94421594057395e-05	9.05066728101499e-05	4.17337885098533e-05	7.15768377353089e-05	4.37375165838084e-05	5.7809037479526e-05	8.83782589482987e-05
PTPRN2	7.06842232813636e-05	7.4995919339683e-05	2.94421594057395e-05	0.000106962431502904	0.000141894880933501	1.65177317850713e-05	7.2895860973014e-05	3.8539358319684e-05	8.83782589482987e-05
IQCE	3.02932385491558e-05	8.82304933408035e-06	2.06095115840176e-05	8.22787934637726e-06	1.66935154039413e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
TYW5	1.51466192745779e-05	1.32345740011205e-05	2.35537275245916e-05	0.000115190310849282	4.17337885098533e-05	3.30354635701426e-05	7.2895860973014e-05	3.8539358319684e-05	8.83782589482987e-05
NOL7	0.000686646740447532	0.000838189686737633	0.000220816195543046	0.000559495795553654	0.000459071673608387	0.000324848725106402	0.000451954338032686	0.000250505829077946	8.83782589482987e-05
JAKMIP1	1.00977461830519e-05	5.73498206715223e-05	2.94421594057395e-06	1.64557586927545e-05	0.000141894880933501	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
TBCC	0.000681597867356006	0.000591144305383384	8.53822622766444e-05	0.000329115173855091	0.000392297611992621	0.000121130033090523	0.000510271026811098	0.000173427112438578	0.000176756517896597
C16orf52	2.01954923661039e-05	3.08806726692812e-05	1.76652956434437e-05	8.22787934637726e-06	1.66935154039413e-05	5.50591059502376e-06	4.37375165838084e-05	1.9269679159842e-05	8.83782589482987e-05
ERV3-1	0.000267590273850876	0.000105876592008964	4.12190231680352e-05	0.000139873948888414	0.000158588396337443	2.75295529751188e-05	0.00010205420536222	3.8539358319684e-05	0.000795404330534688
RAD21	0.000257492527667825	0.000344098924029134	7.06611825737747e-05	0.000287975777123204	0.000191975427145325	0.000209224602610903	0.000233266755113645	0.000115618074959052	8.83782589482987e-05
PEX26	5.55376040067857e-05	4.41152466704018e-05	2.06095115840176e-05	0.000139873948888414	7.5120819317736e-05	3.85413741651663e-05	1.45791721946028e-05	3.8539358319684e-05	0.000176756517896597
DENND6A	4.54398578237337e-05	5.73498206715223e-05	2.06095115840176e-05	2.46836380391318e-05	1.66935154039413e-05	2.2023642380095e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
DICER1	5.04887309152597e-05	0.000127934215344165	9.12706941577923e-05	4.11393967318863e-05	3.33870308078827e-05	3.85413741651663e-05	8.74750331676167e-05	9.63483957992099e-05	8.83782589482987e-05
STT3A	6.05864770983117e-05	9.70535426748839e-05	3.23863753463134e-05	5.75951554246409e-05	3.33870308078827e-05	1.10118211900475e-05	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
CDT1	1.00977461830519e-05	8.82304933408035e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	0.000116633377556822	3.8539358319684e-05	8.83782589482987e-05
ZFYVE28	9.08797156474675e-05	0.000101465067341924	2.35537275245916e-05	2.46836380391318e-05	6.67740616157654e-05	5.50591059502376e-06	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
LYRM4	0.000535180547701753	0.000224987758019049	0.000135433933266401	0.000345570932547845	0.000283789761867003	0.000148659586065641	0.0005248501990057	0.000250505829077946	0.000176756517896597
POLR3E	0.000126221827288149	8.38189686737633e-05	1.47210797028697e-05	0.000123418190195659	6.67740616157654e-05	2.75295529751188e-05	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
SRM	0.000378665481864448	0.000352921973363214	0.000270867866532803	0.000287975777123204	0.000292136519568973	8.25886589253564e-05	0.000204108410724439	0.000327584545717314	0.000265134776844896
THAP2	0.000161563938928831	8.82304933408035e-05	5.00516709897571e-05	9.05066728101499e-05	0.000100161092423648	6.60709271402851e-05	8.74750331676167e-05	3.8539358319684e-05	8.83782589482987e-05
PTTG1	5.04887309152597e-05	0.000167637937347527	1.47210797028697e-05	0.000115190310849282	0.000116854607827589	2.2023642380095e-05	7.2895860973014e-05	9.63483957992099e-05	8.83782589482987e-05
AP003733.1	4.54398578237337e-05	9.26420180078437e-05	0.00012660128544468	5.75951554246409e-05	0.000200322184847296	9.36004801154039e-05	4.37375165838084e-05	7.70787166393679e-05	8.83782589482987e-05
CIRH1A	7.57330963728896e-05	9.70535426748839e-05	4.41632391086092e-05	0.000189241224966677	8.34675770197067e-05	4.95531953552138e-05	0.00010205420536222	7.70787166393679e-05	0.000176756517896597
CD84	0.000141368446562727	0.000172049462014567	5.5940102870905e-05	0.000287975777123204	0.000191975427145325	2.2023642380095e-05	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
DIDO1	0.000111075208013571	7.4995919339683e-05	2.94421594057395e-05	0.000131646069542036	0.000150241638635472	2.2023642380095e-05	0.000291583443892056	5.7809037479526e-05	8.83782589482987e-05
CDC37	0.000535180547701753	0.00050732533670962	0.000370971208512317	0.000436077605357995	0.00109342525895816	0.000269789619156164	0.000393637649254275	0.000597360053955102	0.000176756517896597
ATG7	1.51466192745779e-05	7.4995919339683e-05	4.41632391086092e-05	2.46836380391318e-05	5.0080546211824e-05	2.75295529751188e-05	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
NDUFS1	6.05864770983117e-05	9.70535426748839e-05	4.71074550491831e-05	3.29115173855091e-05	5.84273039137947e-05	3.30354635701426e-05	0.000320741788281261	7.70787166393679e-05	0.000176756517896597
ZNF394	0.000247394781484773	0.000291160628024652	0.000105991773860662	0.000156329707581168	0.000200322184847296	0.000269789619156164	0.000131212549751425	0.000115618074959052	8.83782589482987e-05
TARSL2	9.59285887389935e-05	0.000123522690677125	1.47210797028697e-05	0.000115190310849282	0.00025040273105912	2.2023642380095e-05	8.74750331676167e-05	3.8539358319684e-05	8.83782589482987e-05
ANAPC4	6.05864770983117e-05	0.000132345740011205	2.64979434651655e-05	4.11393967318863e-05	6.67740616157654e-05	3.85413741651663e-05	5.83166887784112e-05	5.7809037479526e-05	8.83782589482987e-05
TMSB4X	0.088072542208579	0.0944507431213302	0.0642545686870858	0.0516628544159028	0.0766148889463888	0.0766312636615407	0.0617427942441428	0.0599672415454283	0.079275298276624
GSTZ1	3.53421116406818e-05	3.97037220033616e-05	4.71074550491831e-05	0.000131646069542036	6.67740616157654e-05	8.80945695203801e-05	1.45791721946028e-05	9.63483957992099e-05	8.83782589482987e-05
NEXN	1.00977461830519e-05	8.82304933408035e-06	2.35537275245916e-05	4.11393967318863e-05	8.34675770197067e-06	3.30354635701426e-05	1.45791721946028e-05	1.9269679159842e-05	0.00070702607158639
FASTKD1	2.01954923661039e-05	1.76460986681607e-05	5.88843188114789e-06	4.11393967318863e-05	7.5120819317736e-05	1.65177317850713e-05	4.37375165838084e-05	5.7809037479526e-05	8.83782589482987e-05
TOP1MT	0.000176710558203409	0.000101465067341924	2.64979434651655e-05	0.000131646069542036	5.0080546211824e-05	5.50591059502376e-06	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
PFDN2	0.000403909847322078	0.000405860269367696	0.000444576607026666	0.000477217002089881	0.00037560409658868	0.000319342814511378	0.000189529238529836	0.00067443877059447	0.000265134776844896
ARG2	1.00977461830519e-05	8.82304933408035e-06	5.88843188114789e-06	1.64557586927545e-05	2.5040273105912e-05	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	0.000530269553689792
RCL1	6.05864770983117e-05	6.61728700056026e-05	1.17768637622958e-05	0.000148101828234791	7.5120819317736e-05	1.10118211900475e-05	0.00010205420536222	1.9269679159842e-05	8.83782589482987e-05
NSMAF	0.000106026334922045	9.26420180078437e-05	6.47727506926268e-05	7.40509141173954e-05	3.33870308078827e-05	1.65177317850713e-05	7.2895860973014e-05	9.63483957992099e-05	0.000176756517896597
TNFAIP8	0.000833064060101785	0.00136316112211541	0.000156043444850419	0.000789876417252217	0.00061766006994583	0.000143153675470618	0.000437375165838084	0.000366123904036998	0.000441891294741494
DDAH2	5.55376040067857e-05	7.4995919339683e-05	0.000123657069504106	0.000238608501044941	0.000166935154039413	0.000280801440346212	0.000174950066335233	0.000366123904036998	8.83782589482987e-05
TCTA	8.07819694644155e-05	0.000154403363346406	3.82748072274613e-05	5.75951554246409e-05	4.17337885098533e-05	4.40472847601901e-05	8.74750331676167e-05	5.7809037479526e-05	0.000176756517896597
URB2	3.53421116406818e-05	8.82304933408035e-06	5.88843188114789e-06	1.64557586927545e-05	5.84273039137947e-05	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
RGMB	4.03909847322078e-05	8.82304933408035e-06	5.88843188114789e-06	6.58230347710181e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
RNF26	5.55376040067857e-05	0.000101465067341924	2.35537275245916e-05	8.22787934637726e-05	4.17337885098533e-05	1.65177317850713e-05	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
SPIN1	5.04887309152597e-05	4.85267713374419e-05	1.76652956434437e-05	0.000172785466273923	4.17337885098533e-05	1.65177317850713e-05	5.83166887784112e-05	1.9269679159842e-05	8.83782589482987e-05
ZNF3	6.05864770983117e-05	5.73498206715223e-05	2.64979434651655e-05	0.000131646069542036	2.5040273105912e-05	2.2023642380095e-05	7.2895860973014e-05	1.9269679159842e-05	8.83782589482987e-05
MOB2	0.000156515065837305	0.00025586843068833	7.36053985143486e-05	0.000148101828234791	0.000592619796839918	9.91063907104276e-05	0.000247845927308247	0.000115618074959052	0.000353513035793195
ATXN7L3B	0.000100977461830519	0.000101465067341924	4.71074550491831e-05	0.000123418190195659	0.000175281911741384	6.05650165452613e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
B4GALT4	8.58308425559415e-05	4.85267713374419e-05	3.23863753463134e-05	0.000164557586927545	5.0080546211824e-05	1.65177317850713e-05	0.000174950066335233	0.000115618074959052	0.000176756517896597
PSMB8	0.000934041521932305	0.00173372919414679	0.000895041645934479	0.00152215767907979	0.00165265802499019	0.00102409937067442	0.00225977169016343	0.00107910203295115	0.000441891294741494
HDAC2	0.000166612812020357	0.000366156547364335	9.12706941577923e-05	0.0001810133456203	0.000267096246463061	0.00013214185428057	0.000320741788281261	0.000173427112438578	0.000176756517896597
RAB2A	0.000368567735681396	0.000789662915400191	0.000256146786829933	0.000279747897776827	0.000350563823482768	0.000368896009866592	0.000422795993643481	0.000250505829077946	0.000265134776844896
PTX3	1.00977461830519e-05	4.41152466704018e-06	1.47210797028697e-05	8.22787934637726e-06	8.34675770197067e-06	4.95531953552138e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
PINK1	3.02932385491558e-05	3.08806726692812e-05	4.41632391086092e-05	8.22787934637726e-06	5.0080546211824e-05	9.36004801154039e-05	5.83166887784112e-05	5.7809037479526e-05	8.83782589482987e-05
GRAP	0.000106026334922045	0.000163226412680487	1.17768637622958e-05	0.000197469104313054	5.0080546211824e-05	5.50591059502376e-06	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
ARPC5L	0.000328176750949188	0.00049850228737554	0.000114824421682384	0.000403166087972486	0.000817982254793126	0.000110118211900475	0.00161828811360091	0.000423932941516524	0.000176756517896597
EMC7	0.000368567735681396	0.000449975516038098	0.000409246015739778	0.000296203656469582	0.000459071673608387	0.000352378278081521	0.00036447930486507	0.000211966470758262	0.000265134776844896
SLC16A3	3.02932385491558e-05	7.94074440067232e-05	0.000288533162176247	4.11393967318863e-05	5.0080546211824e-05	0.000429461026411853	0.000204108410724439	0.000173427112438578	8.83782589482987e-05
LGALS3	0.000146417319654253	0.000441152466704018	0.00234948432057801	9.05066728101499e-05	0.00037560409658868	0.00142052493351613	0.00010205420536222	0.00104056267463147	0.000353513035793195
SFR1	0.000111075208013571	7.05843946726428e-05	9.42149100983663e-05	6.58230347710181e-05	8.34675770197067e-05	2.75295529751188e-05	7.2895860973014e-05	5.7809037479526e-05	8.83782589482987e-05
MYO9B	0.000106026334922045	9.26420180078437e-05	0.000332696401284856	0.000106962431502904	6.67740616157654e-05	0.000154165496660665	7.2895860973014e-05	0.000115618074959052	8.83782589482987e-05
P2RX5	8.58308425559415e-05	3.08806726692812e-05	1.76652956434437e-05	0.000863927331369613	6.67740616157654e-05	1.65177317850713e-05	2.91583443892056e-05	0.000115618074959052	0.000176756517896597
ANKRA2	8.07819694644155e-05	0.000141168789345286	3.23863753463134e-05	0.000148101828234791	9.18143347216774e-05	2.75295529751188e-05	5.83166887784112e-05	9.63483957992099e-05	8.83782589482987e-05
STAU2	7.57330963728896e-05	7.4995919339683e-05	2.94421594057395e-05	0.000164557586927545	7.5120819317736e-05	3.30354635701426e-05	0.00010205420536222	1.9269679159842e-05	8.83782589482987e-05
ATP6V0B	0.000393812101139026	0.000547029058712982	0.00163403984701854	0.000740509141173954	0.000517498977522181	0.00116725304614504	0.000539429371200303	0.000944214278832257	0.000353513035793195
AIM2	1.00977461830519e-05	3.08806726692812e-05	3.23863753463134e-05	0.000213924863005809	0.000191975427145325	4.95531953552138e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
TRUB2	9.08797156474675e-05	7.4995919339683e-05	3.23863753463134e-05	5.75951554246409e-05	0.00012520136552956	2.2023642380095e-05	8.74750331676167e-05	9.63483957992099e-05	0.000176756517896597
HELQ	7.06842232813636e-05	6.17613453385625e-05	4.41632391086092e-05	0.000287975777123204	8.34675770197067e-05	9.36004801154039e-05	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
HARS	0.000267590273850876	0.000229399282686089	0.000214927763661898	0.0001810133456203	0.000183628669443355	0.000104612301305451	0.000233266755113645	9.63483957992099e-05	8.83782589482987e-05
ZNF836	7.57330963728896e-05	5.73498206715223e-05	2.35537275245916e-05	4.11393967318863e-05	0.000217015700251237	3.30354635701426e-05	7.2895860973014e-05	1.9269679159842e-05	8.83782589482987e-05
RAB34	8.58308425559415e-05	8.82304933408035e-06	0.000164876092672141	2.46836380391318e-05	0.000158588396337443	7.70827483303326e-05	1.45791721946028e-05	0.000134887754118894	8.83782589482987e-05
TAOK2	3.53421116406818e-05	3.52921973363214e-05	2.06095115840176e-05	3.29115173855091e-05	5.0080546211824e-05	1.65177317850713e-05	0.000189529238529836	3.8539358319684e-05	8.83782589482987e-05
ATP1A1	0.000570522659342435	0.000569086682048183	0.000241425707127064	0.000230380621698563	0.00037560409658868	0.000616661986642661	0.000189529238529836	0.000154157433278736	0.000353513035793195
CD247	0.000984530252847564	0.00100582762408516	4.71074550491831e-05	0.000106962431502904	0.00124366689759363	5.50591059502376e-05	0.0046799142744675	5.7809037479526e-05	8.83782589482987e-05
RP5-1028K7.2	5.04887309152597e-06	0.000194107085349768	2.94421594057395e-06	9.87345521565272e-05	7.5120819317736e-05	1.10118211900475e-05	7.2895860973014e-05	1.9269679159842e-05	8.83782589482987e-05
ST3GAL2	0.000136319573471201	0.000123522690677125	4.12190231680352e-05	7.40509141173954e-05	2.5040273105912e-05	3.85413741651663e-05	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
RP11-70P17.1	2.01954923661039e-05	0.000105876592008964	8.83264782172184e-06	8.22787934637726e-06	5.0080546211824e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
C1orf54	3.53421116406818e-05	1.76460986681607e-05	3.53305912868873e-05	1.64557586927545e-05	2.5040273105912e-05	2.2023642380095e-05	2.91583443892056e-05	0.000173427112438578	8.83782589482987e-05
INO80C	6.56353501898376e-05	0.000167637937347527	8.24380463360705e-05	9.05066728101499e-05	0.000100161092423648	8.80945695203801e-05	0.000116633377556822	9.63483957992099e-05	8.83782589482987e-05
ANKRD44	0.00043925195896276	0.000441152466704018	5.00516709897571e-05	0.00041962184666524	0.000300483277270944	0.000121130033090523	0.000335320960475864	9.63483957992099e-05	8.83782589482987e-05
MINA	0.000146417319654253	8.82304933408035e-05	7.36053985143486e-05	9.05066728101499e-05	0.000100161092423648	6.05650165452613e-05	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
CCDC107	0.000333225624040714	0.000639671076720826	0.000138378149206975	0.000699369744442067	0.000600966554541888	0.000104612301305451	0.000641483576562523	0.000327584545717314	8.83782589482987e-05
GLRX3	0.000479642943694967	0.000441152466704018	0.000120712853563532	0.000312659415162336	0.000233709215655179	0.000159671407255689	0.000291583443892056	9.63483957992099e-05	0.000176756517896597
HN1	0.000378665481864448	0.000670551749390107	0.000500516709897571	0.000304431535815959	0.000450724915906416	0.00131040672161565	0.000306162616086659	0.000346854224877156	0.000530269553689792
SMARCD3	1.51466192745779e-05	2.20576233352009e-05	0.00022376041148362	8.22787934637726e-06	8.34675770197067e-06	2.75295529751188e-05	1.45791721946028e-05	5.7809037479526e-05	8.83782589482987e-05
PTGES2	8.58308425559415e-05	0.00025586843068833	0.000105991773860662	0.000123418190195659	0.000108507850125619	7.70827483303326e-05	8.74750331676167e-05	9.63483957992099e-05	8.83782589482987e-05
PICALM	3.53421116406818e-05	9.70535426748839e-05	9.42149100983663e-05	9.87345521565272e-05	7.5120819317736e-05	6.60709271402851e-05	7.2895860973014e-05	0.000635899412274786	0.000265134776844896
BANP	0.000116124081105097	3.52921973363214e-05	3.23863753463134e-05	9.05066728101499e-05	4.17337885098533e-05	2.75295529751188e-05	5.83166887784112e-05	7.70787166393679e-05	8.83782589482987e-05
PASK	0.000318079004766136	0.000644082601387866	1.47210797028697e-05	4.11393967318863e-05	8.34675770197067e-05	5.50591059502376e-06	7.2895860973014e-05	3.8539358319684e-05	0.000176756517896597
LAT2	5.04887309152597e-05	3.52921973363214e-05	0.000206095115840176	0.000954434004179763	6.67740616157654e-05	6.60709271402851e-05	0.000437375165838084	0.000269775508237788	8.83782589482987e-05
MLLT11	7.06842232813636e-05	0.000158814888013446	1.76652956434437e-05	4.11393967318863e-05	7.5120819317736e-05	5.50591059502376e-05	0.000116633377556822	3.8539358319684e-05	8.83782589482987e-05
NCR3	0.000121172954196623	0.000167637937347527	1.47210797028697e-05	0.000320887294508713	0.00116854607827589	1.65177317850713e-05	0.0010351212258168	1.9269679159842e-05	8.83782589482987e-05
PNO1	0.000126221827288149	9.26420180078437e-05	4.41632391086092e-05	9.87345521565272e-05	0.000150241638635472	0.00013214185428057	0.00010205420536222	3.8539358319684e-05	8.83782589482987e-05
ARSG	0.000106026334922045	5.73498206715223e-05	2.94421594057395e-05	2.46836380391318e-05	4.17337885098533e-05	3.30354635701426e-05	8.74750331676167e-05	3.8539358319684e-05	8.83782589482987e-05
TP53BP2	3.53421116406818e-05	1.76460986681607e-05	2.06095115840176e-05	3.29115173855091e-05	7.5120819317736e-05	5.50591059502376e-06	2.91583443892056e-05	3.8539358319684e-05	8.83782589482987e-05
TMEM234	3.02932385491558e-05	3.08806726692812e-05	3.82748072274613e-05	3.29115173855091e-05	4.17337885098533e-05	6.05650165452613e-05	7.2895860973014e-05	3.8539358319684e-05	8.83782589482987e-05
BRAT1	7.06842232813636e-05	0.000114699641343045	4.12190231680352e-05	9.05066728101499e-05	7.5120819317736e-05	2.75295529751188e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
STX11	6.05864770983117e-05	4.41152466704018e-05	0.000686002314153729	4.93672760782636e-05	0.000175281911741384	0.000583626523072518	0.000160370894140631	0.000173427112438578	0.00123729562527618
OAZ2	0.000252443654576299	0.000167637937347527	0.000612396915639381	0.000304431535815959	0.000141894880933501	0.00068823882437797	0.00026242509950285	0.000366123904036998	8.83782589482987e-05
GLB1	4.03909847322078e-05	9.26420180078437e-05	0.000100103341979514	9.05066728101499e-05	0.000242055973357149	9.36004801154039e-05	5.83166887784112e-05	0.000115618074959052	8.83782589482987e-05
TIMM17A	0.000136319573471201	0.000132345740011205	0.000206095115840176	0.000106962431502904	0.000183628669443355	0.000126635943685546	0.000174950066335233	0.00019269679159842	0.000265134776844896
CACNA2D3	5.04887309152597e-06	8.82304933408035e-06	0.000103047557920088	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	2.91583443892056e-05	0.000250505829077946	8.83782589482987e-05
TAF6L	2.52443654576299e-05	9.70535426748839e-05	4.12190231680352e-05	3.29115173855091e-05	3.33870308078827e-05	3.85413741651663e-05	4.37375165838084e-05	3.8539358319684e-05	8.83782589482987e-05
NARS	0.00028778576621698	0.000269103004689451	0.000182541388315585	0.000156329707581168	0.000208668942549267	0.000137647764875594	0.000189529238529836	9.63483957992099e-05	8.83782589482987e-05
SIGLEC14	5.04887309152597e-06	2.20576233352009e-05	4.41632391086092e-05	3.29115173855091e-05	1.66935154039413e-05	0.000110118211900475	1.45791721946028e-05	3.8539358319684e-05	0.000176756517896597
TMEM138	0.00028778576621698	0.000114699641343045	9.42149100983663e-05	0.000131646069542036	0.000191975427145325	6.05650165452613e-05	0.000160370894140631	9.63483957992099e-05	8.83782589482987e-05
ALG13	0.000171661685111883	0.000149991838679366	9.42149100983663e-05	0.000320887294508713	8.34675770197067e-05	9.91063907104276e-05	0.000116633377556822	0.000115618074959052	8.83782589482987e-05
SMCO4	5.04887309152597e-05	3.97037220033616e-05	0.000618285347520529	4.11393967318863e-05	5.0080546211824e-05	0.000423955115816829	7.2895860973014e-05	0.000211966470758262	0.000265134776844896
SKAP2	3.02932385491558e-05	7.4995919339683e-05	0.000135433933266401	0.000246836380391318	0.000116854607827589	0.000165177317850713	0.000422795993643481	0.000250505829077946	8.83782589482987e-05
HVCN1	9.59285887389935e-05	7.05843946726428e-05	0.000144266581088123	0.0016291201105827	0.000509152219820211	0.000236754155586022	0.000116633377556822	0.000115618074959052	8.83782589482987e-05
AGO4	2.01954923661039e-05	8.82304933408035e-06	2.94421594057395e-05	1.64557586927545e-05	3.33870308078827e-05	1.10118211900475e-05	0.000174950066335233	5.7809037479526e-05	8.83782589482987e-05
NAAA	0.000302932385491558	0.000322041300693933	0.000606508483758233	0.000197469104313054	0.000283789761867003	0.000798357036278445	0.000160370894140631	0.00019269679159842	0.000265134776844896
TUBA4A	0.000782575329186526	0.000952889328080678	0.000185485604256159	0.000460761243397127	0.000893103074110862	0.000280801440346212	0.000451954338032686	7.70787166393679e-05	0.0069818824569156
GFI1B	5.04887309152597e-06	4.41152466704018e-06	5.88843188114789e-06	8.22787934637726e-06	8.34675770197067e-06	3.85413741651663e-05	1.45791721946028e-05	1.9269679159842e-05	0.000972160848431286
