	Naive CD4 T	Memory CD4 T	CD14+ Mono	B	CD8 T	FCGR3A+ Mono	NK	DC	Platelet
RBPJ	0.000247394781484773	0.000211753184017928	0.000135433933266401	9.87345521565272e-05	0.000408991127396563	0.000104612301305451	0.000189529238529836	0.000250505829077946	8.83782589482987e-05
RAD23A	0.000782575329186526	0.000432329417369937	0.000226704627424194	0.00041962184666524	0.000467418431310357	0.000192706870825832	0.000306162616086659	0.000346854224877156	0.000176756517896597
PRNP	0.000196906050569513	0.000383802646032495	0.000173708740493863	0.000131646069542036	0.000283789761867003	0.000104612301305451	0.000247845927308247	0.000134887754118894	8.83782589482987e-05
C12orf10	0.000257492527667825	0.000313218251359852	0.000217871979602472	0.000559495795553654	0.000150241638635472	9.91063907104276e-05	0.000160370894140631	0.00019269679159842	0.000176756517896597
RGS1	0.000307981258583084	0.000635259552053785	6.77169666332007e-05	0.000296203656469582	0.000342217065780797	7.15768377353089e-05	0.000174950066335233	0.000616629733114944	8.83782589482987e-05
CRTC2	6.56353501898376e-05	0.000211753184017928	4.71074550491831e-05	6.58230347710181e-05	7.5120819317736e-05	5.50591059502376e-05	4.37375165838084e-05	5.7809037479526e-05	8.83782589482987e-05
MIS18BP1	0.000111075208013571	8.82304933408035e-05	9.12706941577923e-05	0.000666458227056558	0.00012520136552956	0.000143153675470618	0.000116633377556822	0.000134887754118894	8.83782589482987e-05
SCAPER	0.000126221827288149	0.000207341659350888	2.64979434651655e-05	0.000115190310849282	5.84273039137947e-05	5.50591059502376e-06	1.45791721946028e-05	5.7809037479526e-05	8.83782589482987e-05
NR2C1	5.04887309152597e-05	5.29382960044821e-05	1.47210797028697e-05	0.000329115173855091	2.5040273105912e-05	1.10118211900475e-05	2.91583443892056e-05	5.7809037479526e-05	8.83782589482987e-05
PCSK7	0.000373616608772922	0.000339687399362094	0.000132489717325828	0.000345570932547845	0.000918143347216774	9.91063907104276e-05	0.000379058477059673	7.70787166393679e-05	8.83782589482987e-05
HDAC5	0.000111075208013571	4.85267713374419e-05	4.41632391086092e-05	0.000123418190195659	6.67740616157654e-05	0.000280801440346212	8.74750331676167e-05	1.9269679159842e-05	0.000353513035793195
MYCL	2.01954923661039e-05	4.41152466704018e-06	8.24380463360705e-05	8.22787934637726e-06	8.34675770197067e-06	1.65177317850713e-05	1.45791721946028e-05	0.000327584545717314	8.83782589482987e-05
C1orf198	1.00977461830519e-05	4.41152466704018e-06	5.88843188114789e-06	8.22787934637726e-06	1.66935154039413e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	0.000441891294741494
FRMD3	5.04887309152597e-06	8.82304933408035e-06	5.88843188114789e-06	8.22787934637726e-06	8.34675770197067e-06	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	0.000441891294741494
hsa-mir-1199	5.04887309152597e-06	8.82304933408035e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	0.000530269553689792
ANKRD18A	1.51466192745779e-05	1.32345740011205e-05	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	2.75295529751188e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
HPRT1	0.000257492527667825	0.000472033139373299	8.83264782172184e-05	0.000189241224966677	0.000233709215655179	0.000126635943685546	0.000247845927308247	0.000115618074959052	8.83782589482987e-05
SDHA	0.000419056466596656	0.000304395202025772	0.00012660128544468	0.000205696983659432	0.000342217065780797	6.05650165452613e-05	0.00026242509950285	0.00019269679159842	0.000441891294741494
C7orf26	0.000146417319654253	9.26420180078437e-05	0.000161931876731567	0.000139873948888414	0.000116854607827589	4.40472847601901e-05	0.00010205420536222	5.7809037479526e-05	8.83782589482987e-05
PPIF	5.04887309152597e-05	3.97037220033616e-05	0.000176652956434437	7.40509141173954e-05	5.0080546211824e-05	4.95531953552138e-05	4.37375165838084e-05	7.70787166393679e-05	0.000176756517896597
C9orf37	0.000207003796752565	4.41152466704018e-05	2.94421594057395e-06	2.46836380391318e-05	5.84273039137947e-05	1.65177317850713e-05	4.37375165838084e-05	7.70787166393679e-05	0.000176756517896597
SLC20A2	3.53421116406818e-05	3.52921973363214e-05	1.17768637622958e-05	3.29115173855091e-05	4.17337885098533e-05	5.50591059502376e-06	4.37375165838084e-05	0.000462472299836208	8.83782589482987e-05
PDXDC1	5.04887309152597e-05	8.82304933408035e-05	2.06095115840176e-05	0.000337343053201468	7.5120819317736e-05	3.30354635701426e-05	4.37375165838084e-05	5.7809037479526e-05	8.83782589482987e-05
ZNF106	0.000126221827288149	0.000154403363346406	0.000262035218711081	0.000131646069542036	9.18143347216774e-05	0.000154165496660665	8.74750331676167e-05	0.000173427112438578	0.000176756517896597
C14orf80	4.54398578237337e-05	0.000185284036015687	3.53305912868873e-05	1.64557586927545e-05	7.5120819317736e-05	4.95531953552138e-05	2.91583443892056e-05	3.8539358319684e-05	8.83782589482987e-05
SRP72	0.000469545197511915	0.000374979596698415	0.000214927763661898	0.000378482449933354	0.000233709215655179	0.000181695049635784	0.000816433642897756	0.000404663262356682	0.000176756517896597
STX16	0.000474594070603441	0.000158814888013446	7.36053985143486e-05	0.000197469104313054	0.000208668942549267	6.05650165452613e-05	0.000131212549751425	0.00028904518739763	0.000176756517896597
COPS6	0.000479642943694967	0.000538206009378901	0.000244369923067637	0.000345570932547845	0.000600966554541888	0.000407437384031758	0.000451954338032686	0.000211966470758262	8.83782589482987e-05
SNRNP35	0.000100977461830519	0.000136757264678245	0.000173708740493863	6.58230347710181e-05	8.34675770197067e-05	5.50591059502376e-05	0.000189529238529836	5.7809037479526e-05	8.83782589482987e-05
EAPP	0.000378665481864448	0.0004940907627085	0.000150155012969271	0.000403166087972486	0.000676087373859624	0.000231248244990998	0.000510271026811098	0.000115618074959052	0.000176756517896597
CCNB1	1.00977461830519e-05	6.17613453385625e-05	5.88843188114789e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
S1PR4	0.00067654899426448	0.000877893408740995	0.000203150899899602	0.000699369744442067	0.00104334471274633	0.000401931473436734	0.000466533510227289	0.00019269679159842	0.000265134776844896
ZNF175	6.05864770983117e-05	1.76460986681607e-05	2.94421594057395e-06	3.29115173855091e-05	2.5040273105912e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
TMCC2	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	2.46836380391318e-05	1.66935154039413e-05	5.50591059502376e-06	1.45791721946028e-05	3.8539358319684e-05	0.000618647812638091
RP11-219B4.7	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-05	8.34675770197067e-06	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
GALT	0.000176710558203409	0.000357333498030254	5.00516709897571e-05	0.000115190310849282	8.34675770197067e-05	5.50591059502376e-05	0.000218687582919042	7.70787166393679e-05	8.83782589482987e-05
YTHDC1	0.000161563938928831	0.000154403363346406	0.00019431825207788	0.000131646069542036	0.00012520136552956	6.60709271402851e-05	8.74750331676167e-05	5.7809037479526e-05	0.000176756517896597
CORO7	0.000136319573471201	0.000149991838679366	0.000108935989801236	9.05066728101499e-05	0.000116854607827589	8.25886589253564e-05	0.000116633377556822	0.000828596203873206	0.000176756517896597
FNBP4	0.000161563938928831	0.000436740942036977	4.12190231680352e-05	0.000189241224966677	0.000116854607827589	5.50591059502376e-05	0.000160370894140631	7.70787166393679e-05	8.83782589482987e-05
SMIM12	0.000257492527667825	0.00025586843068833	0.000188429820196733	0.000139873948888414	0.000600966554541888	0.000148659586065641	0.000306162616086659	0.00028904518739763	8.83782589482987e-05
POLE4	0.000358469989498344	0.000322041300693933	0.000509349357719293	0.0003620266912406	0.000225362457953208	0.000748803840923231	0.000233266755113645	0.000250505829077946	0.000265134776844896
TMEM14C	0.00031303013167461	0.000405860269367696	0.000479907198313553	0.000279747897776827	0.000242055973357149	0.000148659586065641	8.74750331676167e-05	0.000423932941516524	0.000265134776844896
RBM25	0.000424105339688182	0.000463210090039218	0.000217871979602472	0.000732281261827577	0.000367257338886709	0.000154165496660665	0.000247845927308247	0.000154157433278736	8.83782589482987e-05
ACADVL	0.000186808304386461	0.000194107085349768	0.000235537275245916	0.000205696983659432	0.000208668942549267	0.000115624122495499	0.000379058477059673	0.000231236149918104	0.000353513035793195
CCM2	0.000429154212779708	0.000463210090039218	0.00011188020574181	0.000255064259737695	0.000258749488761091	0.000225742334395974	0.000393637649254275	9.63483957992099e-05	0.000176756517896597
C1orf86	0.00041400759350513	0.000410271794034736	0.000423967095442648	0.000378482449933354	0.000267096246463061	0.000341366456891473	0.00036447930486507	0.000308314866557472	8.83782589482987e-05
BRWD1	9.59285887389935e-05	0.000127934215344165	5.2995886930331e-05	8.22787934637726e-05	0.000358910581184739	6.60709271402851e-05	0.000145791721946028	9.63483957992099e-05	0.000176756517896597
OPTN	0.00028778576621698	0.000820543588069473	4.71074550491831e-05	0.000115190310849282	0.000442378158204445	3.30354635701426e-05	0.000466533510227289	3.8539358319684e-05	8.83782589482987e-05
OXLD1	0.000419056466596656	0.000158814888013446	0.000103047557920088	0.0001810133456203	0.000141894880933501	0.000143153675470618	0.000233266755113645	7.70787166393679e-05	8.83782589482987e-05
IMPDH2	0.000747233217545844	0.000348510448696174	0.000123657069504106	0.000477217002089881	0.000258749488761091	0.000104612301305451	0.000247845927308247	0.000366123904036998	0.000265134776844896
CIAPIN1	0.000398860974230552	0.000145580314012326	7.65496144549226e-05	9.87345521565272e-05	0.00012520136552956	4.40472847601901e-05	0.000233266755113645	0.000115618074959052	0.000176756517896597
CCDC109B	0.00170147023184425	0.00109405811742596	0.000356250128809447	0.000789876417252217	0.000475765189012328	0.000396425562841711	0.000466533510227289	0.00038539358319684	0.000353513035793195
OAZ1	0.00503372647225139	0.00535559094578677	0.0112115743017056	0.00696901380638154	0.00516664301751984	0.0126911239215298	0.00363021387645609	0.00682146642258406	0.0190897039328325
SMCHD1	0.000272639146942402	0.000286749103357611	0.00011188020574181	0.000650002468363804	0.00025040273105912	0.00013214185428057	0.000233266755113645	0.000154157433278736	0.000176756517896597
LINC01119	5.04887309152597e-06	1.32345740011205e-05	2.94421594057395e-06	8.22787934637726e-06	2.5040273105912e-05	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CPLX1	5.04887309152597e-06	2.20576233352009e-05	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
Y-RNA	2.01954923661039e-05	4.41152466704018e-06	2.94421594057395e-06	1.64557586927545e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
ARC	5.04887309152597e-06	8.82304933408035e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
SCD	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	1.64557586927545e-05	2.5040273105912e-05	1.10118211900475e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CTD-2547L24.4	1.51466192745779e-05	1.32345740011205e-05	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
GPT2	1.00977461830519e-05	4.41152466704018e-06	2.94421594057395e-06	2.46836380391318e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
FAM106A	5.04887309152597e-06	8.82304933408035e-06	2.94421594057395e-06	8.22787934637726e-06	1.66935154039413e-05	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
RAB12	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	1.64557586927545e-05	2.5040273105912e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
TAL1	1.51466192745779e-05	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	0.000265134776844896
RP4-561L24.3	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	3.33870308078827e-05	5.50591059502376e-06	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
AMIGO1	1.00977461830519e-05	8.82304933408035e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
C1orf186	1.00977461830519e-05	4.41152466704018e-06	2.94421594057395e-06	3.29115173855091e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
TPO	5.04887309152597e-06	2.20576233352009e-05	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
AC009501.4	1.00977461830519e-05	4.41152466704018e-06	2.94421594057395e-06	2.46836380391318e-05	1.66935154039413e-05	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
NCKAP1	5.04887309152597e-06	8.82304933408035e-06	2.94421594057395e-06	1.64557586927545e-05	2.5040273105912e-05	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
RP13-131K19.2	1.51466192745779e-05	8.82304933408035e-06	5.88843188114789e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
TMCC1-AS1	5.04887309152597e-06	8.82304933408035e-06	1.17768637622958e-05	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
LINC00884	5.04887309152597e-06	4.41152466704018e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	1.65177317850713e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
AC195454.1	1.51466192745779e-05	4.41152466704018e-06	2.94421594057395e-06	2.46836380391318e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CTD-2353F22.1	1.51466192745779e-05	8.82304933408035e-06	5.88843188114789e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
SEPP1	1.51466192745779e-05	4.41152466704018e-06	2.94421594057395e-06	1.64557586927545e-05	1.66935154039413e-05	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
RANBP17	5.04887309152597e-06	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	1.65177317850713e-05	4.37375165838084e-05	1.9269679159842e-05	8.83782589482987e-05
SERPINE1	1.00977461830519e-05	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	0.000353513035793195
C9orf147	2.01954923661039e-05	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
BAMBI	2.01954923661039e-05	4.41152466704018e-06	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
OVCH1-AS1	5.04887309152597e-06	8.82304933408035e-06	1.17768637622958e-05	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CTD-2302E22.4	1.00977461830519e-05	8.82304933408035e-06	8.83264782172184e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
FAM154B	1.51466192745779e-05	4.41152466704018e-06	2.94421594057395e-06	2.46836380391318e-05	8.34675770197067e-06	5.50591059502376e-06	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
CTRL	5.04887309152597e-06	8.82304933408035e-06	2.94421594057395e-06	8.22787934637726e-06	2.5040273105912e-05	5.50591059502376e-06	2.91583443892056e-05	1.9269679159842e-05	8.83782589482987e-05
ARID4B	0.000464496324420389	0.000427917892702897	0.00011188020574181	0.000386710329279731	0.000408991127396563	0.000385413741651663	0.000306162616086659	0.000211966470758262	0.000265134776844896
MRPL19	0.000217101542935617	0.000167637937347527	6.77169666332007e-05	0.000148101828234791	0.000525845735224152	0.000115624122495499	7.2895860973014e-05	7.70787166393679e-05	8.83782589482987e-05
PEMT	0.000232248162210195	6.61728700056026e-05	2.64979434651655e-05	3.29115173855091e-05	8.34675770197067e-05	3.30354635701426e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
MRPS16	0.000227199289118669	0.000269103004689451	0.000279700514354525	0.000205696983659432	0.000225362457953208	0.000181695049635784	0.000174950066335233	0.000211966470758262	0.000176756517896597
PARL	0.000277688020033928	0.000216164708684969	0.000415134447620926	0.000255064259737695	0.000175281911741384	0.000165177317850713	0.000204108410724439	0.000250505829077946	0.000265134776844896
LYRM2	0.000171661685111883	0.000339687399362094	6.47727506926268e-05	0.000131646069542036	0.000150241638635472	7.70827483303326e-05	0.000189529238529836	9.63483957992099e-05	8.83782589482987e-05
ID1	7.57330963728896e-05	7.05843946726428e-05	0.000388636504155761	4.11393967318863e-05	8.34675770197067e-05	1.10118211900475e-05	2.91583443892056e-05	0.000732247808073996	8.83782589482987e-05
ZNF561	7.06842232813636e-05	3.97037220033616e-05	3.23863753463134e-05	0.000246836380391318	3.33870308078827e-05	1.10118211900475e-05	2.91583443892056e-05	3.8539358319684e-05	8.83782589482987e-05
SRA1	0.000121172954196623	0.000145580314012326	0.000403357583858631	0.000148101828234791	0.000150241638635472	0.000225742334395974	0.000218687582919042	0.000250505829077946	8.83782589482987e-05
CNPY2	0.000408958720413604	0.000622024978052665	0.000211983547721324	0.000460761243397127	0.000333870308078827	0.000137647764875594	0.000612325232173317	0.000269775508237788	0.000176756517896597
LSM14A	0.000479642943694967	0.000458798565372178	0.000120712853563532	0.000394938208626109	0.000609313312243859	0.000192706870825832	0.000277004271697453	0.000211966470758262	0.000265134776844896
EXOC6	7.57330963728896e-05	4.85267713374419e-05	0.000144266581088123	6.58230347710181e-05	6.67740616157654e-05	1.65177317850713e-05	7.2895860973014e-05	5.7809037479526e-05	8.83782589482987e-05
DNTTIP1	0.000141368446562727	9.70535426748839e-05	0.000312086889700838	0.000115190310849282	0.000116854607827589	0.000115624122495499	0.000116633377556822	0.000211966470758262	0.000176756517896597
STRA13	0.000257492527667825	0.000269103004689451	0.000147210797028697	0.000255064259737695	0.000200322184847296	0.000330354635701425	0.000218687582919042	0.000211966470758262	0.000265134776844896
ECHS1	0.000328176750949188	0.000458798565372178	0.000164876092672141	0.000329115173855091	0.00025040273105912	0.00017618913904076	0.000277004271697453	0.00019269679159842	8.83782589482987e-05
C3orf38	8.58308425559415e-05	0.000194107085349768	4.12190231680352e-05	0.000131646069542036	0.000150241638635472	7.15768377353089e-05	8.74750331676167e-05	7.70787166393679e-05	0.000176756517896597
NDUFA5	0.000600815897891591	0.000516148386043701	0.000114824421682384	0.000345570932547845	0.000367257338886709	0.000209224602610903	0.000379058477059673	0.000211966470758262	0.000530269553689792
BAG5	9.08797156474675e-05	4.41152466704018e-05	1.47210797028697e-05	5.75951554246409e-05	8.34675770197067e-05	0.000247765976776069	5.83166887784112e-05	9.63483957992099e-05	8.83782589482987e-05
CTNNB1	0.000151466192745779	0.000172049462014567	0.000114824421682384	0.000148101828234791	0.000484111946714299	6.60709271402851e-05	0.000116633377556822	9.63483957992099e-05	8.83782589482987e-05
SLC19A1	1.51466192745779e-05	1.32345740011205e-05	8.53822622766444e-05	3.29115173855091e-05	2.5040273105912e-05	2.75295529751188e-05	1.45791721946028e-05	5.7809037479526e-05	8.83782589482987e-05
CCDC124	0.000156515065837305	0.000423506368035857	0.000176652956434437	0.000205696983659432	0.000225362457953208	0.000198212781420855	0.000247845927308247	0.000173427112438578	0.000176756517896597
SDHAF2	0.000353421116406818	0.000313218251359852	0.00011188020574181	0.000172785466273923	0.000542539250628094	0.000126635943685546	0.000466533510227289	0.000231236149918104	0.000176756517896597
VPS26B	0.000212052669844091	0.000172049462014567	8.83264782172184e-05	4.93672760782636e-05	0.000475765189012328	0.000110118211900475	0.000204108410724439	7.70787166393679e-05	0.000265134776844896
VPS25	0.000156515065837305	0.000101465067341924	0.000114824421682384	0.000131646069542036	0.00050080546211824	0.000154165496660665	0.000218687582919042	0.000211966470758262	8.83782589482987e-05
STAU1	6.05864770983117e-05	8.38189686737633e-05	6.18285347520529e-05	0.000460761243397127	0.00012520136552956	7.70827483303326e-05	5.83166887784112e-05	1.9269679159842e-05	8.83782589482987e-05
ORMDL2	0.000166612812020357	0.000238222332020169	0.000256146786829933	0.000222152742352186	0.00025040273105912	0.000181695049635784	0.000218687582919042	7.70787166393679e-05	8.83782589482987e-05
EPC1	0.000469545197511915	0.00048967923804146	0.000167820308612715	0.000353798811894222	0.000275443004165032	0.000170683228445737	0.000335320960475864	0.000732247808073996	8.83782589482987e-05
ZNHIT3	0.000509936182244123	0.000401448744700656	0.000150155012969271	0.000394938208626109	0.000425684642800504	0.000506543774742186	0.000204108410724439	0.000269775508237788	8.83782589482987e-05
KIAA0930	3.02932385491558e-05	8.82304933408035e-06	0.000138378149206975	0.000115190310849282	1.66935154039413e-05	0.000143153675470618	1.45791721946028e-05	0.00019269679159842	8.83782589482987e-05
HSD17B11	0.000671500121172954	0.000520559910710741	0.000818492031479557	0.000666458227056558	0.000408991127396563	0.000451484668791948	0.000481112682421892	0.000269775508237788	0.000176756517896597
DHX15	0.000116124081105097	0.000291160628024652	5.00516709897571e-05	0.000123418190195659	0.000116854607827589	5.50591059502376e-05	0.000204108410724439	3.8539358319684e-05	8.83782589482987e-05
TTC1	0.000474594070603441	0.000357333498030254	0.00011188020574181	0.000312659415162336	0.000308830034972915	9.91063907104276e-05	0.000204108410724439	0.000250505829077946	8.83782589482987e-05
PRDX4	0.000116124081105097	0.000374979596698415	0.000141322365147549	0.000164557586927545	0.00012520136552956	0.000170683228445737	0.000174950066335233	0.000211966470758262	8.83782589482987e-05
BLVRA	0.000156515065837305	0.000299983677358732	0.000933316453161941	9.87345521565272e-05	0.000200322184847296	0.000754309751518255	0.00010205420536222	0.000231236149918104	0.000176756517896597
LITAF	0.00101482349139672	0.000855835785405794	0.000270867866532803	0.000608863071631918	0.00170273857120202	0.000187200960230808	0.00151623390823869	0.000558820695635418	0.000176756517896597
MGST2	3.53421116406818e-05	5.29382960044821e-05	0.000158987660790993	8.22787934637726e-06	4.17337885098533e-05	4.40472847601901e-05	0.00010205420536222	0.000231236149918104	8.83782589482987e-05
RP11-589C21.6	9.59285887389935e-05	0.000163226412680487	8.83264782172184e-06	0.000337343053201468	4.17337885098533e-05	1.10118211900475e-05	5.83166887784112e-05	3.8539358319684e-05	8.83782589482987e-05
KDELR2	0.000323127877857662	0.000569086682048183	0.000291477378116821	0.000296203656469582	0.000367257338886709	0.000324848725106402	0.000495691854616495	0.00028904518739763	0.000353513035793195
TWF2	0.00036351886258987	0.000436740942036977	0.000385692288215187	0.00027152001843045	0.000408991127396563	0.000319342814511378	0.000335320960475864	0.000308314866557472	0.000265134776844896
UFD1L	0.000403909847322078	0.000374979596698415	0.000259091002770507	0.000238608501044941	0.000417337885098533	0.000209224602610903	0.000408216821448878	0.00028904518739763	0.000265134776844896
RP11-1070N10.3	5.04887309152597e-06	8.82304933408035e-06	8.83264782172184e-06	5.75951554246409e-05	8.34675770197067e-06	2.75295529751188e-05	1.45791721946028e-05	3.8539358319684e-05	8.83782589482987e-05
PDZD4	2.01954923661039e-05	3.08806726692812e-05	2.94421594057395e-06	8.22787934637726e-06	8.34675770197067e-06	5.50591059502376e-06	8.74750331676167e-05	1.9269679159842e-05	8.83782589482987e-05
ACY3	1.51466192745779e-05	1.32345740011205e-05	5.88843188114789e-06	1.64557586927545e-05	1.66935154039413e-05	4.40472847601901e-05	1.45791721946028e-05	1.9269679159842e-05	8.83782589482987e-05
GAS6	1.00977461830519e-05	4.41152466704018e-06	1.17768637622958e-05	8.22787934637726e-06	8.34675770197067e-06	1.10118211900475e-05	1.45791721946028e-05	0.00019269679159842	8.83782589482987e-05
HLA-DMB	0.000111075208013571	7.05843946726428e-05	0.000571177892471345	0.00225443894090737	0.000133548123231531	0.000291813261536259	4.37375165838084e-05	0.00142595625782831	8.83782589482987e-05
LINC00936	0.000378665481864448	0.000533794484711861	0.00131900874137713	0.000625318830324672	0.000258749488761091	0.000880945695203801	0.000174950066335233	0.00067443877059447	0.000176756517896597
TRIOBP	1.00977461830519e-05	3.52921973363214e-05	8.83264782172184e-05	4.93672760782636e-05	2.5040273105912e-05	4.40472847601901e-05	2.91583443892056e-05	3.8539358319684e-05	0.000176756517896597
IRF2	0.000242345908393247	0.000304395202025772	0.000123657069504106	0.000255064259737695	0.000217015700251237	0.00013214185428057	0.00010205420536222	0.000115618074959052	8.83782589482987e-05
TRIP11	8.58308425559415e-05	0.00024704538135425	2.94421594057395e-05	7.40509141173954e-05	5.0080546211824e-05	2.75295529751188e-05	1.45791721946028e-05	3.8539358319684e-05	0.000176756517896597
MDP1	8.07819694644155e-05	5.29382960044821e-05	0.000164876092672141	4.11393967318863e-05	4.17337885098533e-05	7.15768377353089e-05	0.00010205420536222	5.7809037479526e-05	0.000176756517896597
ARL2BP	0.000419056466596656	0.000458798565372178	0.000114824421682384	0.000304431535815959	0.000358910581184739	0.000115624122495499	0.00036447930486507	0.000134887754118894	8.83782589482987e-05
BAZ2A	0.000146417319654253	0.000172049462014567	8.53822622766444e-05	0.000139873948888414	0.000116854607827589	0.000110118211900475	0.00088932950387077	7.70787166393679e-05	8.83782589482987e-05
SSBP1	0.000868406171742467	0.000652905650721946	0.000211983547721324	0.000468989122743504	0.000559232766032035	0.000490026042957114	0.000466533510227289	0.000366123904036998	8.83782589482987e-05
TCEAL8	0.000368567735681396	0.000449975516038098	0.00020903933178075	0.000205696983659432	0.00025040273105912	3.85413741651663e-05	0.000320741788281261	0.000173427112438578	0.000176756517896597
KCNK6	3.53421116406818e-05	6.17613453385625e-05	0.000214927763661898	2.46836380391318e-05	3.33870308078827e-05	4.95531953552138e-05	1.45791721946028e-05	0.000173427112438578	0.000176756517896597
SLU7	0.000302932385491558	0.000357333498030254	0.000114824421682384	0.000345570932547845	0.00025040273105912	0.000198212781420855	0.000320741788281261	0.000173427112438578	0.000176756517896597
RAB9A	0.000156515065837305	0.000207341659350888	0.000103047557920088	0.000115190310849282	0.000709474404667507	7.70827483303326e-05	0.000174950066335233	0.000115618074959052	8.83782589482987e-05
DNAJC7	0.000333225624040714	0.000326452825360973	0.00043279974326437	0.000411393967318863	0.000333870308078827	0.00022023642380095	0.000233266755113645	0.000269775508237788	0.000265134776844896
APOBEC3H	5.04887309152597e-06	4.85267713374419e-05	1.17768637622958e-05	1.64557586927545e-05	4.17337885098533e-05	1.10118211900475e-05	8.74750331676167e-05	1.9269679159842e-05	8.83782589482987e-05
ADH5	0.00036351886258987	0.00050732533670962	0.00011188020574181	0.000246836380391318	0.000408991127396563	0.000341366456891473	0.000510271026811098	0.000134887754118894	0.000176756517896597
